student_id,year_of_study,major,study_hours_per_day,study_schedule,study_environment,gpa,avg_sleep_hours,sleep_quality,focus_level,productivity_level,stress_level,stress_factors,frequency_of_overwhelm,social_media_hours,social_media_impact,extracurricular_participation,extracurricular_hours,career_preparedness,internship_experience,job_confidence,part_time_job,work_hours_per_week,financial_stress
329,2,SOB,3-4,Weekdays only,No dedicated space,8.44,6-7,Fair,4,3,4,Academics,Sometimes,4+,No effect,Yes,1-3,Somewhat,No,8,No,NA,Yes
330,1,SOLS,More than 6 hours,Daily study routine,Noisy,7.16,6-7,Fair,9,9,3,Academics,Sometimes,<1,Negative,Yes,1-3,Fully,No,9,No,NA,Yes
331,2,SOCS,5-6,Weekdays only,Quiet,10.0,8+,Poor,7,5,4,Personal,Sometimes,3-4,Positive,No,<1,Somewhat,No,5,No,NA,No
332,4,SOAE,3-4,Daily study routine,Quiet,10.0,6-7,Fair,5,5,3,Academics,Sometimes,<1,Negative,Yes,4-6,Fully,No,5,Yes,NA,No
333,1,SOHST,3-4,Daily study routine,Noisy,8.39,8+,Good,8,5,5,Finance,Sometimes,3-4,Negative,Yes,1-3,Not at all,No,7,No,NA,No
334,1,SOB,3-4,Weekdays only,Quiet,10.0,6-7,Excellent,8,9,6,Academics,Often,1-2,Negative,No,4-6,Fully,Yes,4,No,NA,No
335,1,SOAE,1-2,Daily study routine,Quiet,7.029999999999999,4-5,Good,6,7,8,Academics,Sometimes,3-4,Negative,Yes,4-6,Somewhat,No,6,No,NA,No
336,1,SOB,5-6,Weekdays only,No dedicated space,9.65,6-7,Good,7,4,8,Finance,Often,1-2,Negative,Yes,<1,Somewhat,No,9,No,NA,No
337,4,SOD,5-6,Weekdays only,Quiet,10.0,6-7,Good,6,8,8,Academics,Sometimes,3-4,Positive,Yes,<1,Not at all,No,5,Yes,NA,No
338,4,SOL,3-4,Weekends only,Quiet,7.77,6-7,Poor,9,8,4,Academics,Sometimes,4+,Positive,No,1-3,Fully,No,8,No,NA,No
339,2,SOD,1-2,Weekends only,No dedicated space,4.17,8+,Poor,6,8,9,Academics,Always,3-4,No effect,Yes,<1,Somewhat,No,9,No,NA,No
340,1,SOLS,1-2,Sporadic,No dedicated space,7.68,6-7,Poor,4,7,7,Finance,Sometimes,1-2,Negative,No,4-6,Somewhat,No,7,Yes,NA,Yes
341,2,SOAE,3-4,Weekends only,Noisy,6.79,6-7,Good,8,6,8,Time Management,Often,4+,Negative,Yes,1-3,Somewhat,No,7,No,NA,Yes
342,2,SOLS,1-2,Weekdays only,Quiet,5.9,8+,Excellent,6,3,5,Time Management,Often,<1,No effect,No,4-6,Somewhat,Yes,5,No,NA,No
343,1,SOL,5-6,Daily study routine,Quiet,8.95,6-7,Poor,4,3,8,Academics,Sometimes,3-4,Negative,Yes,<1,Somewhat,No,5,No,NA,Yes
344,2,SOB,1-2,Weekdays only,No dedicated space,7.35,6-7,Good,7,5,3,Academics,Often,3-4,No effect,Yes,<1,Not at all,No,5,No,NA,No
345,2,SOL,1-2,Sporadic,Quiet,6.73,8+,Good,6,5,4,Academics,Sometimes,<1,Negative,No,1-3,Fully,No,6,Yes,NA,No
346,3,SOCS,5-6,Daily study routine,Noisy,9.45,4-5,Poor,9,9,9,Personal,Always,1-2,Positive,No,<1,Fully,Yes,5,Yes,NA,No
347,3,SOL,3-4,Daily study routine,Quiet,6.44,6-7,Fair,9,8,3,Academics,Sometimes,1-2,Maybe,Yes,1-3,Not at all,Yes,9,Yes,NA,No
348,1,SOCS,1-2,Weekdays only,Quiet,6.44,8+,Poor,9,9,9,Time Management,Sometimes,1-2,Negative,No,4-6,Fully,No,9,No,NA,Yes
349,2,SOL,1-2,Weekends only,No dedicated space,7.77,6-7,Poor,8,8,3,Academics,Sometimes,3-4,No effect,Yes,1-3,Not at all,Yes,4,Yes,NA,Yes
350,3,SOHST,1-2,Weekends only,No dedicated space,9.0,6-7,Fair,6,5,3,Time Management,Often,1-2,Positive,No,1-3,Somewhat,Yes,8,No,NA,No
351,3,SOCS,3-4,Daily study routine,Quiet,10.0,6-7,Poor,7,4,6,Personal,Rarely,1-2,Negative,No,<1,Somewhat,Yes,5,Yes,NA,Yes
352,4,SOAE,1-2,Weekdays only,Noisy,7.15,6-7,Fair,6,6,6,Personal,Often,1-2,No effect,Yes,<1,Fully,No,9,No,NA,No
353,3,SOLS,3-4,Weekdays only,Quiet,8.76,8+,Poor,8,9,7,Academics,Always,1-2,Positive,No,6+,Fully,No,9,No,NA,No
354,1,SOLS,More than 6 hours,Sporadic,Noisy,10.0,4-5,Good,4,6,4,Academics,Often,<1,No effect,Yes,6+,Somewhat,Yes,9,No,NA,No
355,1,SOD,1-2,Daily study routine,Noisy,5.49,4-5,Fair,8,6,5,Academics,Always,3-4,Negative,Yes,1-3,Not at all,Yes,6,No,NA,No
356,3,SOLS,5-6,Weekends only,No dedicated space,9.44,4-5,Good,9,6,5,Academics,Rarely,<1,Negative,No,4-6,Not at all,No,8,No,NA,No
357,1,SOB,More than 6 hours,Weekdays only,Noisy,10.0,6-7,Fair,4,5,5,Academics,Often,3-4,Negative,No,1-3,Fully,No,7,No,NA,No
358,3,SOHST,1-2,Sporadic,Quiet,8.67,6-7,Fair,9,3,3,Finance,Sometimes,1-2,No effect,Yes,<1,Fully,Yes,9,No,NA,Yes
359,5,SOL,5-6,Weekdays only,No dedicated space,6.79,6-7,Excellent,5,5,6,Academics,Sometimes,1-2,Positive,Yes,<1,Fully,No,5,No,NA,No
360,3,SOD,3-4,Daily study routine,Quiet,6.09,6-7,Poor,8,6,4,Finance,Often,3-4,Positive,Yes,4-6,Not at all,No,9,No,NA,No
361,2,SOB,5-6,Daily study routine,Noisy,8.530000000000001,6-7,Fair,8,5,3,Finance,Sometimes,1-2,No effect,No,<1,Fully,No,8,No,NA,No
362,3,SOB,3-4,Weekdays only,No dedicated space,8.07,<4,Poor,7,6,9,Academics,Always,1-2,No effect,Yes,1-3,Fully,No,7,No,NA,Yes
363,2,SOCS,3-4,Daily study routine,Noisy,9.18,6-7,Poor,6,7,6,Time Management,Often,<1,Positive,Yes,1-3,Fully,No,6,No,NA,Yes
364,3,SOLS,3-4,Weekdays only,Quiet,8.28,6-7,Poor,4,8,6,Academics,Always,1-2,Negative,Yes,1-3,Somewhat,No,4,No,NA,No
365,5,SOAE,5-6,Weekdays only,No dedicated space,8.27,<4,Fair,4,3,8,Academics,Rarely,1-2,Negative,Yes,1-3,Not at all,No,5,No,NA,No
366,2,SOAE,3-4,Daily study routine,No dedicated space,8.12,4-5,Poor,7,7,8,Academics,Rarely,<1,Negative,Yes,<1,Somewhat,No,4,No,NA,No
367,5,SOD,3-4,Sporadic,Quiet,7.95,4-5,Fair,7,4,4,Personal,Often,1-2,Positive,Yes,<1,Fully,No,6,Yes,NA,No
368,5,SOHST,5-6,Daily study routine,Quiet,10.0,<4,Poor,6,5,9,Academics,Often,<1,Negative,Yes,1-3,Somewhat,No,8,No,NA,No
369,1,SOAE,1-2,Daily study routine,Noisy,6.75,6-7,Good,9,4,4,Academics,Sometimes,1-2,Positive,Yes,1-3,Somewhat,No,8,No,NA,Yes
370,1,SOL,1-2,Weekdays only,No dedicated space,5.93,4-5,Good,6,9,4,Finance,Often,<1,No effect,No,1-3,Fully,No,6,No,NA,No
371,1,SOAE,1-2,Weekdays only,No dedicated space,7.17,6-7,Good,8,5,3,Academics,Sometimes,<1,No effect,Yes,1-3,Fully,Yes,9,Yes,NA,No
372,1,SOD,1-2,Weekdays only,Quiet,6.8,6-7,Good,9,8,7,Finance,Sometimes,<1,Negative,No,<1,Somewhat,No,6,No,NA,No
373,1,SOAE,1-2,Weekdays only,Noisy,4.14,6-7,Good,5,7,4,Time Management,Often,4+,Positive,No,4-6,Fully,Yes,5,No,NA,No
374,3,SOL,5-6,Weekdays only,Noisy,8.48,8+,Fair,6,8,8,Time Management,Sometimes,<1,Positive,No,1-3,Fully,Yes,7,Yes,NA,No
375,1,SOCS,1-2,Weekends only,Noisy,6.35,6-7,Good,7,9,7,Academics,Often,3-4,Negative,No,<1,Somewhat,Yes,4,No,NA,No
376,2,SOHST,3-4,Weekdays only,Quiet,6.68,6-7,Good,9,6,3,Academics,Rarely,<1,No effect,Yes,1-3,Somewhat,No,4,No,NA,Yes
377,4,SOD,1-2,Weekdays only,Quiet,8.05,8+,Good,6,8,7,Academics,Rarely,4+,Negative,Yes,4-6,Somewhat,Yes,8,No,NA,No
378,1,SOCS,5-6,Daily study routine,No dedicated space,7.32,4-5,Fair,4,8,5,Academics,Always,<1,Negative,Yes,4-6,Somewhat,No,9,Yes,NA,No
379,4,SOCS,More than 6 hours,Daily study routine,Quiet,9.68,8+,Poor,5,6,9,Academics,Always,4+,Negative,Yes,<1,Somewhat,No,8,Yes,NA,No
380,2,SOCS,3-4,Weekdays only,Noisy,7.28,<4,Fair,8,5,7,Academics,Rarely,3-4,Negative,No,1-3,Somewhat,No,5,No,NA,No
381,1,SOB,5-6,Sporadic,Quiet,8.66,6-7,Good,4,6,4,Time Management,Rarely,<1,Positive,No,<1,Fully,No,6,No,NA,Yes
382,3,SOHST,1-2,Sporadic,Quiet,7.119999999999999,<4,Poor,4,7,3,Time Management,Always,3-4,Positive,No,<1,Not at all,No,4,No,NA,Yes
383,3,SOLS,5-6,Weekdays only,Quiet,6.54,6-7,Poor,5,8,9,Academics,Sometimes,1-2,Positive,Yes,1-3,Fully,No,5,Yes,NA,No
384,4,SOHST,1-2,Daily study routine,Quiet,6.79,6-7,Fair,8,6,4,Academics,Often,1-2,Negative,No,1-3,Somewhat,No,8,Yes,NA,No
385,4,SOB,5-6,Daily study routine,No dedicated space,10.0,6-7,Poor,7,9,9,Academics,Often,3-4,No effect,Yes,1-3,Somewhat,No,8,No,NA,No
386,4,SOLS,1-2,Daily study routine,No dedicated space,4.16,4-5,Poor,9,9,8,Academics,Sometimes,4+,No effect,Yes,<1,Somewhat,No,4,No,NA,No
387,2,SOHST,3-4,Weekends only,Noisy,7.41,4-5,Poor,8,8,5,Finance,Always,1-2,Positive,Yes,<1,Not at all,No,8,No,NA,No
388,1,SOCS,5-6,Daily study routine,Noisy,10.0,<4,Fair,6,7,8,Finance,Rarely,1-2,Positive,No,1-3,Somewhat,No,9,No,NA,Yes
389,4,SOD,1-2,Weekends only,Quiet,6.95,4-5,Fair,4,4,4,Time Management,Often,3-4,Positive,Yes,<1,Not at all,Yes,8,Yes,NA,No
390,4,SOLS,1-2,Daily study routine,Noisy,7.529999999999999,8+,Excellent,6,7,4,Personal,Sometimes,3-4,Negative,No,<1,Not at all,No,7,No,NA,No
391,5,SOL,1-2,Daily study routine,Quiet,4.0,4-5,Fair,7,3,4,Finance,Often,3-4,Negative,No,<1,Not at all,No,6,No,NA,No
392,2,SOL,1-2,Daily study routine,Noisy,7.4,6-7,Poor,6,3,6,Finance,Sometimes,3-4,Negative,No,1-3,Not at all,No,8,No,NA,Yes
393,2,SOAE,3-4,Daily study routine,Quiet,6.36,6-7,Good,8,3,5,Academics,Sometimes,1-2,Positive,Yes,<1,Not at all,No,7,No,NA,No
394,4,SOLS,1-2,Daily study routine,Noisy,6.96,4-5,Poor,6,8,9,Finance,Always,4+,Positive,No,1-3,Somewhat,No,5,No,NA,Yes
395,2,SOD,1-2,Weekdays only,Quiet,6.46,6-7,Good,7,9,4,Academics,Sometimes,<1,Positive,No,<1,Somewhat,No,8,No,NA,No
396,5,SOB,1-2,Weekdays only,No dedicated space,9.0,<4,Poor,7,5,4,Academics,Often,1-2,Positive,Yes,<1,Fully,Yes,9,No,NA,No
397,4,SOCS,5-6,Daily study routine,Noisy,9.32,4-5,Poor,7,9,9,Academics,Always,1-2,No effect,Yes,1-3,Somewhat,Yes,5,No,NA,Yes
398,2,SOAE,1-2,Weekdays only,Noisy,6.33,<4,Good,8,5,8,Academics,Sometimes,1-2,Positive,Yes,<1,Not at all,Yes,8,No,NA,No
399,4,SOL,1-2,Weekdays only,Quiet,4.24,6-7,Poor,7,5,8,Time Management,Often,<1,Negative,Yes,1-3,Somewhat,No,4,No,NA,No
400,4,SOB,1-2,Weekdays only,No dedicated space,6.68,6-7,Poor,4,9,4,Academics,Sometimes,3-4,Negative,Yes,<1,Not at all,No,7,No,NA,Yes
401,1,SOB,3-4,Weekdays only,Noisy,8.73,6-7,Fair,7,8,3,Academics,Sometimes,1-2,No effect,No,1-3,Not at all,No,7,No,NA,Yes
402,5,SOCS,5-6,Sporadic,Quiet,8.379999999999999,6-7,Poor,6,7,6,Academics,Sometimes,1-2,No effect,Yes,<1,Fully,No,4,No,NA,No
403,3,SOLS,1-2,Daily study routine,Noisy,5.74,4-5,Good,9,5,8,Finance,Always,3-4,No effect,Yes,<1,Fully,No,6,No,NA,No
404,4,SOL,1-2,Sporadic,Quiet,5.64,6-7,Fair,6,4,3,Academics,Often,1-2,Positive,No,1-3,Somewhat,No,9,No,NA,No
405,2,SOD,5-6,Daily study routine,Quiet,9.3,6-7,Excellent,9,9,6,Time Management,Often,<1,Negative,Yes,4-6,Fully,No,7,Yes,15+,No
406,4,SOB,5-6,Daily study routine,Quiet,9.64,<4,Fair,6,9,4,Time Management,Sometimes,<1,No effect,No,<1,Somewhat,No,5,No,NA,No
407,2,SOCS,1-2,Weekdays only,No dedicated space,8.54,4-5,Poor,8,3,5,Finance,Sometimes,4+,Positive,Yes,1-3,Not at all,No,9,No,NA,No
408,1,SOD,5-6,Daily study routine,Noisy,7.01,6-7,Poor,6,7,7,Finance,Sometimes,<1,Negative,Yes,1-3,Somewhat,Yes,7,No,NA,No
409,5,SOLS,5-6,Weekdays only,No dedicated space,9.29,4-5,Fair,8,3,7,Academics,Always,1-2,No effect,Yes,1-3,Somewhat,No,6,No,NA,Yes
410,1,SOL,1-2,Sporadic,Noisy,6.32,6-7,Good,8,9,4,Academics,Often,1-2,Negative,Yes,4-6,Fully,No,5,No,NA,No
411,2,SOLS,5-6,Daily study routine,No dedicated space,8.36,4-5,Good,7,9,8,Personal,Always,1-2,Positive,Yes,<1,Somewhat,Yes,9,Yes,10-15,No
412,5,SOB,3-4,Weekdays only,Quiet,8.1,4-5,Fair,4,5,3,Academics,Always,<1,Positive,No,6+,Somewhat,No,5,No,NA,Yes
413,5,SOD,3-4,Sporadic,No dedicated space,8.11,4-5,Fair,9,7,5,Academics,Often,1-2,Negative,Yes,<1,Somewhat,No,4,No,NA,Yes
414,3,SOD,1-2,Daily study routine,Noisy,7.289999999999999,4-5,Poor,7,6,9,Finance,Often,1-2,Positive,No,<1,Fully,No,8,No,NA,Yes
415,3,SOD,1-2,Daily study routine,Noisy,4.91,6-7,Good,7,4,6,Academics,Often,4+,Negative,Yes,4-6,Somewhat,Yes,4,No,NA,No
416,2,SOB,5-6,Weekdays only,Quiet,7.38,6-7,Poor,8,5,4,Time Management,Always,<1,No effect,Yes,1-3,Fully,No,9,Yes,NA,No
417,2,SOB,More than 6 hours,Daily study routine,Quiet,10.0,6-7,Fair,8,9,5,Academics,Always,1-2,Positive,No,1-3,Not at all,No,8,No,NA,No
418,2,SOLS,3-4,Daily study routine,Noisy,7.17,8+,Good,9,5,5,Personal,Always,1-2,No effect,Yes,1-3,Fully,Yes,4,Yes,NA,Yes
419,3,SOAE,3-4,Weekdays only,Quiet,7.96,6-7,Excellent,6,4,8,Finance,Always,1-2,Negative,No,1-3,Fully,No,8,No,NA,Yes
420,4,SOLS,3-4,Weekdays only,Noisy,9.08,6-7,Fair,6,9,6,Personal,Often,3-4,Positive,No,<1,Fully,Yes,7,No,NA,No
421,4,SOL,3-4,Daily study routine,Quiet,8.2,4-5,Fair,7,4,5,Academics,Sometimes,1-2,No effect,No,1-3,Somewhat,Yes,5,No,NA,No
422,4,SOCS,1-2,Weekdays only,No dedicated space,7.32,6-7,Good,5,6,8,Finance,Always,1-2,No effect,Yes,<1,Somewhat,Yes,8,Yes,NA,Yes
423,1,SOD,1-2,Daily study routine,Quiet,7.84,6-7,Good,5,5,3,Time Management,Often,3-4,Negative,Yes,4-6,Somewhat,Yes,7,Yes,NA,No
424,2,SOAE,5-6,Sporadic,Noisy,6.0,4-5,Fair,6,8,8,Academics,Often,1-2,No effect,No,6+,Somewhat,No,6,No,NA,No
425,1,SOCS,1-2,Sporadic,Quiet,5.77,6-7,Excellent,5,5,3,Academics,Always,1-2,No effect,No,<1,Somewhat,Yes,4,Yes,<5,Yes
426,3,SOAE,5-6,Weekdays only,Noisy,9.2,4-5,Good,6,3,3,Finance,Always,<1,No effect,Yes,1-3,Somewhat,No,6,No,NA,No
427,2,SOHST,1-2,Sporadic,No dedicated space,8.58,6-7,Poor,8,7,9,Personal,Often,<1,Negative,Yes,<1,Somewhat,No,9,No,NA,Yes
428,4,SOLS,1-2,Weekdays only,Noisy,6.6,8+,Poor,7,7,9,Academics,Sometimes,<1,No effect,Yes,<1,Fully,No,7,No,NA,No
429,2,SOB,1-2,Weekdays only,Quiet,5.23,8+,Fair,4,3,5,Time Management,Often,<1,Maybe,Yes,4-6,Somewhat,No,6,No,NA,No
430,1,SOD,3-4,Daily study routine,No dedicated space,6.27,6-7,Good,7,9,8,Academics,Always,1-2,No effect,Yes,<1,Somewhat,No,6,No,NA,No
431,1,SOLS,5-6,Weekends only,No dedicated space,9.83,6-7,Poor,6,7,9,Academics,Sometimes,3-4,Positive,Yes,1-3,Not at all,No,7,No,NA,No
432,4,SOCS,1-2,Weekends only,Quiet,6.17,6-7,Good,6,4,3,Personal,Often,1-2,Negative,No,4-6,Somewhat,Yes,5,No,NA,No
433,3,SOHST,5-6,Daily study routine,No dedicated space,8.49,6-7,Poor,7,7,9,Finance,Often,1-2,Negative,No,4-6,Fully,No,8,No,NA,No
434,1,SOHST,3-4,Weekdays only,No dedicated space,8.42,4-5,Fair,9,7,6,Time Management,Sometimes,<1,Positive,No,1-3,Fully,No,9,Yes,NA,Yes
435,1,SOHST,5-6,Weekdays only,Quiet,6.0,6-7,Good,6,3,5,Time Management,Sometimes,1-2,Maybe,Yes,1-3,Not at all,No,9,No,NA,No
436,4,SOCS,1-2,Daily study routine,Quiet,9.0,6-7,Excellent,5,9,8,Academics,Often,<1,Positive,Yes,1-3,Fully,Yes,4,Yes,NA,Yes
437,1,SOCS,5-6,Daily study routine,Quiet,7.4,8+,Poor,5,6,8,Academics,Often,4+,Positive,No,6+,Fully,No,8,Yes,NA,No
438,4,SOCS,5-6,Daily study routine,Quiet,8.86,6-7,Fair,6,7,7,Academics,Often,3-4,Maybe,No,1-3,Fully,No,4,Yes,NA,Yes
439,4,SOCS,1-2,Weekdays only,Quiet,4.0,6-7,Fair,6,8,8,Personal,Always,4+,Negative,No,1-3,Somewhat,No,9,No,NA,No
440,1,SOHST,1-2,Weekends only,Quiet,5.87,6-7,Good,9,7,5,Time Management,Sometimes,3-4,Positive,No,<1,Fully,No,8,No,NA,Yes
441,1,SOHST,5-6,Weekdays only,Noisy,10.0,6-7,Excellent,5,6,6,Academics,Always,1-2,Negative,Yes,<1,Somewhat,Yes,6,No,NA,No
442,5,SOAE,More than 6 hours,Weekdays only,Noisy,6.5,6-7,Fair,6,3,8,Academics,Often,1-2,Negative,No,1-3,Somewhat,No,5,No,NA,No
443,2,SOLS,1-2,Daily study routine,Noisy,8.19,4-5,Good,6,6,7,Academics,Rarely,<1,Positive,Yes,4-6,Not at all,Yes,6,No,NA,No
444,2,SOD,3-4,Weekdays only,Noisy,7.09,6-7,Fair,9,3,5,Personal,Rarely,1-2,Maybe,Yes,4-6,Fully,Yes,5,No,NA,No
445,4,SOB,5-6,Weekdays only,Noisy,9.23,6-7,Fair,9,4,3,Academics,Often,4+,Negative,No,6+,Somewhat,No,7,No,NA,No
446,5,SOHST,5-6,Daily study routine,Quiet,9.49,6-7,Fair,7,3,4,Academics,Sometimes,<1,Negative,Yes,1-3,Somewhat,Yes,4,Yes,NA,No
447,5,SOB,More than 6 hours,Daily study routine,Noisy,9.66,4-5,Fair,9,4,4,Finance,Often,3-4,Negative,Yes,1-3,Somewhat,Yes,4,No,NA,Yes
448,4,SOLS,5-6,Daily study routine,No dedicated space,7.2,6-7,Fair,4,4,3,Personal,Sometimes,1-2,Negative,Yes,4-6,Somewhat,Yes,7,Yes,NA,No
449,2,SOLS,3-4,Weekdays only,Noisy,6.95,6-7,Poor,5,3,9,Finance,Often,3-4,Positive,Yes,1-3,Not at all,No,8,No,NA,No
450,1,SOB,1-2,Weekdays only,Noisy,4.31,<4,Poor,7,8,8,Finance,Always,4+,Positive,No,<1,Fully,No,7,No,NA,No
451,4,SOHST,1-2,Weekdays only,Quiet,7.24,6-7,Excellent,4,5,4,Academics,Always,3-4,Negative,Yes,1-3,Not at all,No,9,No,NA,Yes
452,3,SOB,3-4,Weekdays only,Quiet,10.0,6-7,Poor,6,3,9,Finance,Often,3-4,No effect,Yes,4-6,Somewhat,No,7,No,NA,No
453,2,SOAE,3-4,Daily study routine,Noisy,5.0,6-7,Fair,6,7,4,Personal,Often,1-2,Positive,Yes,<1,Fully,Yes,5,No,NA,No
454,5,SOL,1-2,Daily study routine,No dedicated space,5.36,8+,Fair,7,8,3,Time Management,Sometimes,3-4,Negative,Yes,4-6,Not at all,No,9,No,NA,No
455,1,SOHST,5-6,Daily study routine,No dedicated space,8.23,6-7,Good,9,8,8,Academics,Sometimes,4+,No effect,Yes,<1,Somewhat,No,7,No,NA,No
456,2,SOHST,3-4,Daily study routine,Quiet,7.76,6-7,Poor,6,7,8,Academics,Often,3-4,Positive,No,1-3,Fully,No,4,No,NA,Yes
457,1,SOD,3-4,Weekends only,Quiet,8.82,6-7,Poor,8,5,9,Academics,Often,3-4,Positive,Yes,1-3,Fully,Yes,6,Yes,NA,No
458,2,SOCS,3-4,Daily study routine,No dedicated space,7.27,4-5,Excellent,7,8,3,Academics,Always,3-4,Negative,No,1-3,Fully,Yes,5,No,NA,No
459,1,SOL,3-4,Weekends only,Quiet,7.03,4-5,Poor,4,4,9,Personal,Sometimes,3-4,Negative,No,1-3,Somewhat,No,5,No,NA,No
460,1,SOLS,1-2,Daily study routine,Quiet,8.15,6-7,Fair,7,5,8,Academics,Rarely,1-2,Positive,No,4-6,Fully,No,8,No,NA,Yes
461,1,SOHST,1-2,Daily study routine,No dedicated space,7.49,4-5,Good,5,9,8,Academics,Rarely,3-4,Negative,Yes,1-3,Fully,No,6,No,NA,Yes
462,3,SOB,1-2,Weekdays only,Noisy,7.3100000000000005,6-7,Poor,9,7,5,Academics,Sometimes,1-2,Negative,Yes,<1,Fully,No,5,No,NA,No
463,4,SOL,1-2,Weekends only,Quiet,6.67,8+,Poor,9,5,9,Academics,Always,<1,Negative,No,1-3,Somewhat,Yes,7,No,NA,Yes
464,3,SOD,3-4,Sporadic,Noisy,8.97,6-7,Fair,7,3,5,Academics,Always,1-2,Positive,Yes,<1,Not at all,No,5,No,NA,No
465,5,SOLS,3-4,Weekdays only,Quiet,6.52,6-7,Fair,6,5,3,Academics,Sometimes,1-2,Negative,No,<1,Somewhat,No,5,No,NA,No
466,2,SOCS,1-2,Weekdays only,Quiet,5.31,8+,Fair,6,4,6,Academics,Rarely,<1,No effect,No,<1,Fully,Yes,5,No,NA,No
467,2,SOCS,5-6,Weekends only,Quiet,9.62,6-7,Poor,8,3,4,Personal,Always,<1,Maybe,No,4-6,Not at all,Yes,8,No,NA,Yes
468,4,SOD,1-2,Daily study routine,Noisy,4.06,6-7,Fair,8,6,5,Finance,Always,1-2,No effect,No,1-3,Somewhat,Yes,5,No,NA,No
469,1,SOD,5-6,Daily study routine,Noisy,8.64,4-5,Poor,9,7,4,Academics,Sometimes,<1,Negative,Yes,1-3,Not at all,Yes,5,No,NA,No
470,5,SOB,More than 6 hours,Daily study routine,Quiet,8.530000000000001,6-7,Good,8,7,7,Time Management,Always,1-2,Negative,Yes,<1,Somewhat,No,8,No,NA,No
471,1,SOHST,1-2,Weekdays only,Quiet,4.39,6-7,Fair,4,5,3,Finance,Often,3-4,Negative,No,<1,Somewhat,No,9,No,NA,No
472,5,SOCS,3-4,Daily study routine,Quiet,6.1,6-7,Fair,8,8,6,Personal,Sometimes,4+,Positive,Yes,6+,Somewhat,No,6,No,NA,No
473,1,SOLS,1-2,Weekdays only,Noisy,6.34,6-7,Good,4,3,7,Academics,Often,3-4,Positive,Yes,1-3,Fully,No,9,No,NA,No
474,4,SOL,3-4,Daily study routine,No dedicated space,9.05,<4,Good,8,6,7,Academics,Always,4+,Negative,No,4-6,Somewhat,No,4,No,NA,No
475,3,SOLS,3-4,Daily study routine,Noisy,6.52,6-7,Poor,9,3,8,Academics,Sometimes,3-4,Positive,Yes,<1,Not at all,No,8,No,NA,No
476,5,SOAE,1-2,Weekdays only,No dedicated space,8.32,6-7,Excellent,9,7,7,Academics,Sometimes,1-2,Positive,No,<1,Not at all,Yes,8,No,NA,No
477,1,SOAE,3-4,Weekdays only,Noisy,7.59,6-7,Fair,4,3,3,Academics,Rarely,3-4,Maybe,No,4-6,Not at all,No,5,No,NA,No
478,3,SOD,1-2,Weekdays only,Quiet,8.47,8+,Poor,7,6,5,Time Management,Often,3-4,Positive,Yes,1-3,Somewhat,No,5,No,NA,No
479,5,SOB,1-2,Weekends only,Noisy,5.59,6-7,Good,9,8,3,Academics,Always,1-2,Positive,No,<1,Fully,Yes,4,No,NA,Yes
480,3,SOAE,3-4,Weekdays only,No dedicated space,7.43,8+,Fair,7,5,5,Academics,Sometimes,<1,Positive,No,<1,Fully,No,5,Yes,NA,No
481,3,SOCS,1-2,Daily study routine,Quiet,7.050000000000001,8+,Fair,6,4,7,Finance,Sometimes,3-4,Negative,No,4-6,Somewhat,No,7,No,NA,No
482,3,SOLS,3-4,Daily study routine,Noisy,7.23,6-7,Fair,4,3,7,Academics,Often,<1,Negative,Yes,1-3,Somewhat,No,5,Yes,NA,Yes
483,2,SOLS,3-4,Weekdays only,Quiet,8.93,6-7,Fair,9,4,6,Finance,Sometimes,3-4,Negative,Yes,1-3,Fully,Yes,5,No,NA,No
484,3,SOD,More than 6 hours,Weekdays only,Noisy,6.5,<4,Fair,5,7,5,Finance,Often,<1,Negative,No,<1,Fully,No,7,Yes,5-10,Yes
485,3,SOHST,1-2,Weekdays only,Noisy,9.0,6-7,Excellent,6,5,7,Personal,Often,1-2,No effect,Yes,<1,Somewhat,No,4,No,NA,No
486,5,SOHST,3-4,Sporadic,No dedicated space,8.79,6-7,Fair,7,9,8,Time Management,Always,1-2,No effect,Yes,6+,Somewhat,Yes,7,No,NA,No
487,1,SOL,3-4,Weekdays only,Quiet,7.24,4-5,Good,9,5,4,Academics,Often,<1,Maybe,No,<1,Not at all,Yes,8,No,NA,No
488,2,SOD,1-2,Daily study routine,Quiet,5.67,4-5,Fair,4,3,6,Finance,Often,1-2,No effect,Yes,1-3,Somewhat,No,7,No,NA,No
489,5,SOL,More than 6 hours,Daily study routine,Quiet,7.7,8+,Good,8,8,3,Time Management,Sometimes,3-4,Negative,Yes,4-6,Somewhat,Yes,6,No,NA,No
490,4,SOHST,3-4,Daily study routine,Quiet,8.47,8+,Good,5,5,6,Personal,Sometimes,3-4,Positive,Yes,<1,Somewhat,No,8,No,NA,No
491,2,SOD,3-4,Sporadic,Noisy,8.99,6-7,Good,7,3,4,Academics,Rarely,3-4,Positive,Yes,1-3,Not at all,No,5,No,NA,No
492,3,SOD,5-6,Weekends only,Noisy,8.26,6-7,Fair,6,3,5,Time Management,Always,1-2,Positive,No,1-3,Somewhat,Yes,8,No,NA,No
493,2,SOD,More than 6 hours,Sporadic,Quiet,10.0,<4,Fair,4,4,3,Academics,Always,3-4,Negative,Yes,1-3,Not at all,Yes,4,No,NA,No
